target_symbol,uniprot_accession_number,clonality,clone_id,method,tissue_preservation,avr_pdf_filename,antibody_hubmap_id,host,rrid,catalog_number,lot_number,vendor_name,recombinant,organ,author_orcids,hgnc_id,isotype,concentration_value,dilution_factor,conjugate,cycle_number,fluorescent_reporter,manuscript_doi,protocol_doi,vendor_affiliation,organ_uberon_id,antigen_retrieval,omap_id,created_by_user_email,previous_version_id,next_version_id
MS4A1,P11836,monoclonal,SP32,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff7b39d45a8d4cfb77561ecb3d5498/MS4A1_CellDIVE_OMAP7.pdf,HBM397.QFCV.727,Rabbit,AB_1660758,M3324,130430,Spring Bioscience,Yes,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:7315,IgG,5,,Cy3,12,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
NANOS3,P29474,monoclonal,M221,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffffce1a491986dcbb16128371cad165/NOS3_CellDIVE_OMAP7.pdf,HBM435.DJLP.898,Mouse,AB_1310183,ab76198,GR3360022-3,Abcam,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:7876,IgG1,0.25,,Unconjugated,1,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
MT-CO2,Q6ZYK7,monoclonal,COX 229,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffffe780e8c886dadbb9fce002ee4e03/COX2_CellDIVE_OMAP7.pdf,HBM364.SVCR.835,Mouse,AB_2533224,35-8200,RE231769,Invitrogen,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:9605,IgG1 kappa,7.5,,Cy5,13,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
ACTA2,P62736,monoclonal,1A4,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff5f7892a357bafb286267eb761730/ACTA2_CODEX_OMAP-2.pdf,HBM333.MLMM.926,Mouse,AB_2572996,14-9760-82,,Thermo Fisher Scientific,No,intestine,0000-0001-9961-7673,HGNC:130,IgG2a kappa,,200,Oligonucleotide,10,AF488,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000083,,OMAP-2,LIZMC@pitt.edu,,
CD34,P28906,monoclonal,561,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff244098dd34d75f6e31da9286ed80/CD34_CODEX_OMAP-2.pdf,HBM445.RJZS.622,Mouse,AB_1732014,343602,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:1662,IgG2a kappa,,100,Oligonucleotide,6,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000072,,OMAP-2,LIZMC@pitt.edu,,
CD4,P01730,monoclonal,A161A1,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff635ff689d02655f01c5880ee401d/CD4_CODEX_OMAP-2.pdf,HBM475.ZWHD.352,Rat,AB_2561907,357402,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:1678,IgG2b kappa,,200,Oligonucleotide,4,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000066,,OMAP-2,LIZMC@pitt.edu,,
CD44,P16070,monoclonal,IM7,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffde65f6af5f5f958fa49f44099bcf/CD44_CODEX_OMAP-2.pdf,HBM496.RBKC.998,Rat,AB_312953,103002,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:1681,IgG2b kappa,,200,Oligonucleotide,19,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000104,,OMAP-2,LIZMC@pitt.edu,,
CR2,P20023,monoclonal,Bu32,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffcc378e48bc534ec33943d06f615a/CR2_CODEX_OMAP-2.pdf,HBM622.DKQG.486,Mouse,AB_11219188,354902,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:2336,IgG1 kappa,,500,Oligonucleotide,12,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000090,,OMAP-2,LIZMC@pitt.edu,,
FCGR3A,P08637,monoclonal,3G8,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff0aaa65906c64d9a25d746b23e94e/FCGR3A_CODEX_OMAP-2.pdf,HBM369.MJDW.978,Mouse,AB_395804,555404,,BD Biosciences,No,intestine,0000-0001-9961-7673,HGNC:3619,IgG1 kappa,,50,Oligonucleotide,6,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000073,,OMAP-2,LIZMC@pitt.edu,,
ITGA1,P56199,monoclonal,TS2/7,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffad4847ad9350ce7b9e0f1c71928c/ITGA1_CODEX_OMAP-2.pdf,HBM596.QQNJ.459,Mouse,AB_1236385,328302,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:6134,IgG1 kappa,,100,Oligonucleotide,17,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000100,,OMAP-2,LIZMC@pitt.edu,,
ITGAX,P20702,monoclonal,B-ly6,CODEX,fresh frozen,https://assets.hubmapconsortium.org/fffff7f19acdb16cc175e13f34236218/ITGAX_CODEX_OMAP-2.pdf,HBM754.LFTJ.463,Mouse,AB_395792,555391,,BD Biosciences,No,intestine,0000-0001-9961-7673,HGNC:6152,IgG1 kappa,,200,Oligonucleotide,5,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000069,,OMAP-2,LIZMC@pitt.edu,,
KLRB1,Q12918,monoclonal,HP-3G10,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffdbae0d7512dbec74ffa2e60993f0/KLRB1_CODEX_OMAP-2.pdf,HBM459.RVPS.584,Mouse,AB_1501090,339902,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:6373,IgG1 kappa,,200,Oligonucleotide,5,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000070,,OMAP-2,LIZMC@pitt.edu,,
KLRK1,P26718,monoclonal,1D11,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff9b2ebd7200df30b20d9c7bd0334c/KLRK1_CODEX_OMAP-2.pdf,HBM848.JDCZ.737,Mouse,AB_492956,320802,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:18788,IgG1 kappa,,100,Oligonucleotide,3,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000064,,OMAP-2,LIZMC@pitt.edu,,
MRC1,P22897,monoclonal,15-2,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff65366eb4fd44d61617fae1497486/MRC1_CODEX_OMAP-2.pdf,HBM282.HNNM.844,Mouse,AB_571923,321102,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:7228,IgG1 kappa,,200,Oligonucleotide,21,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000109,,OMAP-2,LIZMC@pitt.edu,,
PDPN,Q86YL7,monoclonal,NC-08,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffc2c7f32811a48ffbc3e6488c5ce1/PDPN_CODEX_OMAP-2.pdf,HBM536.CTMD.476,Rat,AB_1595511,337002,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:29602,IgG2a lambda,,100,Oligonucleotide,19,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000105,,OMAP-2,LIZMC@pitt.edu,,
PTPRC,P08575,monoclonal,HI30,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff75f5700f70bdab6c7387720e7f23/PTPRC_CD45_CODEX_OMAP-2.pdf,HBM278.HCCT.456,Mouse,AB_314390,304002,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:9666,IgG1 kappa,,500,Oligonucleotide,18,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000102,,OMAP-2,LIZMC@pitt.edu,,
THY1,P04216,monoclonal,50000000000,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffe2a2ca0593382c391b52d81fcf4b/THY1_CODEX_OMAP-2.pdf,HBM546.QCKF.432,Mouse,AB_940393,328102,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:11801,IgG1 kappa,,200,Oligonucleotide,9,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000081,,OMAP-2,LIZMC@pitt.edu,,
MS4A1,P11836,monoclonal,L26,Cell DIVE-IBEX,FFPE,https://assets.hubmapconsortium.org/ffffd94eaf6cc97de91f2e4a5a8129d0/MS4A1_OMAP18.pdf,HBM838.NRZP.562,Mouse,AB_10734358,53-0202-82,2608794,Thermo Fisher Scientific,No,lymph node,0000-0003-4379-8967,HGNC:7315,IgG2a,,100,AF488,2,,10.1016/j.ccell.2024.02.001,10.1038/s41596-021-00644-9,,UBERON:0000029,"6, 9",OMAP-18,LIZMC@pitt.edu,,
ANXA1,P04083,monoclonal,REA112,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff7d33be57750f1697343a44389e79/ANXA1_OMAP17.pdf,HBM647.NMQN.875,Human,AB_2857448,130-119-352,1322081075,Miltenyi Biotec,Yes,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:533,IgG1,,100,FITC,7,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
CD4,P01730,monoclonal,RPA-T4,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffffd554d39e073ff3f07aa97f4492aa/CD4_OMAP17.pdf,HBM797.LQSW.532,Mouse,AB_3095829,100410C0,2520294,AAT Bioquest,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:1678,IgG1,,50,iF594,3,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
CD7,P09564,monoclonal,HIT7,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff9175a3ff8774c19acde88eaa27ec/CD7_OMAP17.pdf,HBM869.ZHSS.384,Mouse,AB_3095828,10070160,258137,AAT Bioquest,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:1695,IgG1,,200,XFD555,2,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
CD8A,P01732,monoclonal,SK1,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff4186ff0915bb6035ce15b40a5d14/CD8A_OMAP17.pdf,HBM689.ZRQS.285,Mouse,AB_10549301,344716,B364995,BioLegend,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:1706,IgG1,,25,AF488,1,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
KRT14,P02533,polyclonal,,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff0ddb2c6abff4e91f1a7ffa8b3733/KRT14_OMAP17.pdf,HBM749.MZNB.473,Chicken,AB_3095833,906004,B377582,BioLegend,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:6416,IgY,,1000,AF647,7,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
KRT15,P19012,polyclonal,,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffffab33774787f634358d1b2179729f/KRT15_OMAP17.pdf,HBM396.GHWF.469,Chicken,AB_2616894,833904,B353424,BioLegend,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:6421,IgY,,600,Unconjugated,6,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
TUBB3,Q13509,monoclonal,TUJ1,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff9004b8a6367cd31cf00b42cdeeb2/TUBB3_OMAP17.pdf,HBM386.ZBSM.995,Mouse,AB_2892767,96628,B271201,BioLegend,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:20772,IgG2a,,100,AF532,3,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
VIM,P08670,monoclonal,O91D3,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff6da336fb207811449f8a3d9135b6/VIM_OMAP17.pdf,HBM674.GBTK.646,Mouse,AB_2892753,99488,B305534,BioLegend,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:12692,IgG2a,,800,AF532,7,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
MKI67,P46013,polyclonal,,Cell DIVE-IBEX,FFPE,https://assets.hubmapconsortium.org/ffffdce22dd6c978a8731fdafdee9e77/MKI67_OMAP18.pdf,HBM585.JLNS.996,Rabbit,AB_1660247,NB500-170B,D122571,Novus Biologicals,No,lymph node,0000-0003-4379-8967,HGNC:7107,IgG,,100,Biotin,3,,10.1016/j.ccell.2024.02.001,10.1038/s41596-021-00644-9,,UBERON:0000029,"6, 9",OMAP-18,LIZMC@pitt.edu,,
PDCD1,Q15116,polyclonal,,IBEX,FFPE,https://assets.hubmapconsortium.org/ffff5604b72af17a09660e6cfb6bafd4/PDCD1_OMAP19.pdf,HBM735.NTGM.555,Goat,AB_354588,AF1086,,R&D Systems,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:8760,IgG,,50,Unconjugated,2,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
CD8A,P01732,monoclonal,C8/144B,IBEX,FFPE,https://assets.hubmapconsortium.org/ffffde2b2d9c06bd3429c0121fd6be1e/CD8A_OMAP19.pdf,HBM565.PRSQ.656,Mouse,AB_2650712,372906,,BioLegend,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:1706,IgG1,,40,AF647,2,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
ACTA2,P62736,monoclonal,1A4,IBEX,FFPE,https://assets.hubmapconsortium.org/ffff79877720b5347bd9c771bdc1de07/ACTA2_OMAP19.pdf,HBM535.LQRR.979,Mouse,AB_2574461,53-9760-82,2141128,Thermo Fisher Scientific,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:130,IgG2a,,200,AF488,4,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
HLA-DRA,P01903,monoclonal,TAL 1B5,IBEX,FFPE,https://assets.hubmapconsortium.org/ffffa5cc19546e691a9aab1933f6d448/HLA-DRA_OMAP19.pdf,HBM396.DVLM.879,Mouse,AB_3095774,ab176408,,Abcam,Yes,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:4947,IgG1,,100,iF594,5,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
ITGAX,P20702,monoclonal,EP1347Y,IBEX,FFPE,https://assets.hubmapconsortium.org/fffff7ad6b7951c173b83d7912a5345d/ITGAX_OMAP19.pdf,HBM835.HNNC.247,Rabbit,AB_3095776,ab279329,,Abcam,Yes,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:6152,IgG,,50,AF555,6,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
MS4A1,P11836,monoclonal,L26,IBEX,FFPE,https://assets.hubmapconsortium.org/ffffc7f8a5ef0e3339b8e28136666db8/MS4A1_OMAP19.pdf,HBM965.TFBQ.754,Mouse,AB_10853517,42-0202-82,,Thermo Fisher Scientific,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:7315,IgG2a,,50,eF615,6,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
CXCR5,P32302,monoclonal,RF8B2,IBEX,FFPE,https://assets.hubmapconsortium.org/ffff7cb19db5c9206cda253434c9c143/CXCR5_OMAP19.pdf,HBM523.QSVZ.273,Rat,AB_394324,552032,,BD Biosciences,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:1060,IgG2b,,50,Unconjugated,6,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
VIM,P08670,monoclonal,EPR2911,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff0f990a3b4888ad5c9b9b7b997b0e/VIM_CODEX_OMAP3.pdf,HBM886.WWJH.629,Rabbit,AB_10585132,ab92548,GR3238979,Abcam,Yes,kidney,0000-0002-6078-3321,HGNC:12692,IgG,,1000,Oligonucleotide,5,Cy5,,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-3,LIZMC@pitt.edu,,
AQP2,P41181,monoclonal,EPR21080,CyCIF,Fresh frozen,https://assets.hubmapconsortium.org/fffffec44bd7837dbb65ffbb91fefc99/AQP2-CyCIF-OMAP14.pdf,HBM436.MMSB.727,Rabbit,AB_2820249,ab199975,GR3232713-3 GR3232713-4 GR3309659-4 GR3309659-4,Abcam,Yes,kidney,0000-0001-7926-1673,HGNC:634,IgG,,500,AF594,2,,,10.17504/protocols.io.81wgb1m3yvpk/v3,,UBERON:0002113,,OMAP-14,LIZMC@pitt.edu,,
NES,P48681,monoclonal,10C2,CyCIF,Fresh frozen,https://assets.hubmapconsortium.org/ffff9b96dac3ab147eecb66cd9dc9fd8/NES-CyCIF-OMAP14.pdf,HBM995.DRLV.958,Mouse,AB_10001441,NB300-266,1573326,Novus Biologicals,No,kidney,0000-0001-7926-1673,HGNC:7756,IgG1 kappa,,500,Unconjugated,1,,,10.17504/protocols.io.81wgb1m3yvpk/v3,,UBERON:0002113,,OMAP-14,LIZMC@pitt.edu,,
PODXL,P00797,monoclonal,EPR9518,CyCIF,Fresh frozen,https://assets.hubmapconsortium.org/ffff53b1b6505720e7b3feb477b351c9/PODXL-CyCIF-OMAP14.pdf,HBM868.XBKW.244,Rabbit,AB_3065225,AB208254,GR3264992-1 GR3397485-2,Abcam,Yes,kidney,0000-0001-7926-1673,HGNC:9958,IgG,,500,AF488,2,,,10.17504/protocols.io.81wgb1m3yvpk/v3,,UBERON:0002113,,OMAP-14,LIZMC@pitt.edu,,
WT1,P19544,monoclonal,CAN-R9 (IHC)-56-2,CyCIF,Fresh frozen,https://assets.hubmapconsortium.org/ffffa4e186b16bd26dd00c18b4bf4645/WT1-CyCIF-OMAP14.pdf,HBM459.XCSS.247,Rabbit,AB_3065228,AB216646,,Abcam,Yes,kidney,0000-0001-7926-1673,HGNC:12796,IgG,,800,AF594,2,,,10.17504/protocols.io.81wgb1m3yvpk/v3,,UBERON:0002113,,OMAP-14,LIZMC@pitt.edu,,
POSTN,Q15063,monoclonal,EPR20806,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff0fb8593a90c58254d00bf9301cfc/POSTN-CODEX-OMAP15.pdf,HBM953.MGVD.865,Rabbit,AB_3095822,ab227049,,Abcam,Yes,intestine,0000-0003-1516-8802,HGNC:16953,IgG,7.14,,Oligonucleotide,2,Cy3,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
HLA-DRA,P01903,monoclonal,EPR3692,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffbd67c524a3c4062e2b4d9bde527a/HLADR-CODEX-OMAP15.pdf,HBM375.CQMK.947,Rabbit,AB_2864390,ab215985,,Abcam,No,intestine,0000-0003-1516-8802,HGNC:4947,IgG,3.57,,Oligonucleotide,4,Cy3,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
DEFA5,Q01523,monoclonal,EPR14309(B),CODEX,FFPE,https://assets.hubmapconsortium.org/ffff28db7a4ccfa93063c7c91cdb16a0/DEFA5-CODEX-OMAP15.pdf,HBM743.LKRK.665,Rabbit,AB_2864387,ab245946,,Abcam,No,intestine,0000-0003-1516-8802,HGNC:2764,IgG,3.57,,Oligonucleotide,9,Cy3,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
CD68,P34810,monoclonal,KP-1,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff9bb95a4977dcb9fa2f42eaa5e60e/CD68-CODEX-OMAP15.pdf,HBM527.VCVF.743,Mouse,AB_2616797,916104,,BioLegend,No,intestine,0000-0003-1516-8802,HGNC:1693,IgG1 kappa,0.71,,Oligonucleotide,16,Cy3,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
SOX9,P48436,monoclonal,D8G8H,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffee4e914fe130ecbbac80191b73ea/SOX9-CODEX-OMAP15.pdf,HBM979.JVTQ.532,Rabbit,AB_2665492,82630BF,,Cell Signaling Technology,No,intestine,0000-0003-1516-8802,HGNC:11204,IgG,1.79,,Oligonucleotide,18,AF750,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
CDH1,P12830,monoclonal,4A2C7,CODEX,FFPE,https://assets.hubmapconsortium.org/fffff4b2c2ac3ec8e0988a4409d72c94/CDH1-CODEX-OMAP16.pdf,HBM347.PKTK.738,Mouse,AB_2895057,4250021,B359692,Akoya Biosciences,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:1748,IgG1,,200,Oligonucleotide,10,Atto550,,10.17504/protocols.io.6qpvr38dpvmk/v2,,UBERON:0002048,9,OMAP-16,LIZMC@pitt.edu,,
MKI67,P46013,monoclonal,B56,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff18c103c731b152a85dca6707ef4d/MKI67-CODEX-OMAP16.pdf,HBM493.QRMW.486,Mouse,AB_2895046,4250019,220718025,Akoya Biosciences,Yes,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:7107,IgG1,,200,Oligonucleotide,1,Atto550,,10.17504/protocols.io.6qpvr38dpvmk/v2,,UBERON:0002048,9,OMAP-16,LIZMC@pitt.edu,,
ACTA2,P62736,monoclonal,1A4,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff8f7e21ceb423ac08f68cbb191605/ACTA2-CODEX-OMAP16.pdf,HBM782.HGBM.757,Mouse,AB_2936084,4450049,230309013,Akoya Biosciences,Yes,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:130,IgG2a,,200,Oligonucleotide,4,AF750,,10.17504/protocols.io.6qpvr38dpvmk/v2,,UBERON:0002048,9,OMAP-16,LIZMC@pitt.edu,,
MS4A1,P11836,monoclonal,L26,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffa9df291af41c4f2c82c1cbd14c7e/MS4A1-CODEX-OMAP16.pdf,HBM252.HKLS.464,Mouse,AB_2915939,4450018,0322L590,Akoya Biosciences,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:7315,IgG2a,,200,Oligonucleotide,2,AF750,,10.17504/protocols.io.6qpvr38dpvmk/v2,,UBERON:0002048,9,OMAP-16,LIZMC@pitt.edu,,
PECAM1,P16284,monoclonal,EP3095,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff4db91910d99ad724fb71c458a438/PECAM1-CODEX-OMAP16.pdf,HBM925.XXBQ.764,Rabbit,AB_2915935,4450017,B389619,Akoya Biosciences,Yes,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:8823,IgG,,200,Oligonucleotide,3,AF750,,10.17504/protocols.io.6qpvr38dpvmk/v2,,UBERON:0002048,9,OMAP-16,LIZMC@pitt.edu,,
AGER,Q15109,monoclonal,EPR21171,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffb3965b4f025e36861ecb0edd155d/AGER-CODEX-OMAP16.pdf,HBM775.JBHF.934,Rabbit,AB_3094831,ab228861,1050444-4,Abcam,Yes,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:320,IgG,,100,Oligonucleotide,7,AF750,,10.17504/protocols.io.6qpvr38dpvmk/v2,,UBERON:0002048,9,OMAP-16,LIZMC@pitt.edu,,
TPSAB1,Q15661,monoclonal,AA1,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffa5c022897fe788488d5d78f7dfc5/TPSAB1-CODEX-OMAP16.pdf,HBM873.QWCV.496,Mouse,AB_303023,ab2378,B359679,Abcam,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:12019,IgG1,,1000,Oligonucleotide,6,Atto550,,10.17504/protocols.io.6qpvr38dpvmk/v2,,UBERON:0002048,9,OMAP-16,LIZMC@pitt.edu,,
CD163,Q86VB7,monoclonal,EPR19518,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff86a51cef6db10cde33a99aea50f6/CD163-CODEX-OMAP16.pdf,HBM768.FNZT.874,Rabbit,AB_2935895,4250079,B389421,Akoya Biosciences,Yes,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:1631,IgG,,200,Oligonucleotide,7,Atto550,,10.17504/protocols.io.6qpvr38dpvmk/v2,,UBERON:0002048,9,OMAP-16,LIZMC@pitt.edu,,
BCL2,P10415,monoclonal,EPR17509,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff057296b2a34238604279c5b4fef5/BCL2-CODEX_OMAP-29.pdf,HBM983.FFJC.736,Rabbit,AB_3082974,4250098,B356029,Akoya Biosciences,Yes,mouth mucosa,0000-0002-5565-0524,HGNC:990,IgG,,200,Oligonucleotide,14,AF647,,10.1101/2024.12.01.626279,,UBERON:0003729,,OMAP-29,LIZMC@pitt.edu,,
THBD,P07204,monoclonal,E7Y9P,CODEX,FFPE,https://assets.hubmapconsortium.org/fffffeaad88d3e19a21f4f24a58d0d05/THBD-CODEX_OMAP-29.pdf,HBM287.GHXN.743,Rabbit,AB_3082975,4250097,B366139,Akoya Biosciences,Yes,mouth mucosa,0000-0002-5565-0524,HGNC:11784,IgG,,200,Oligonucleotide,11,Atto550,,10.1101/2024.12.01.626279,,UBERON:0003729,,OMAP-29,LIZMC@pitt.edu,,
