cnt,period_start_month,class_display,age_at_visit,gender,race_display,ethnicity_display
15,1/1/2018,emergency,,,,
15,1/1/2018,emergency,,,,not hispanic or latino
15,8/1/2017,emergency,,,white,not hispanic or latino
15,8/1/2017,emergency,,male,,not hispanic or latino
15,8/1/2017,emergency,,male,white,
15,4/1/2017,,,female,,hispanic or latino
15,3/1/2017,,,male,white,hispanic or latino
15,3/1/2017,inpatient encounter,,,white,
15,3/1/2017,emergency,,male,,
15,3/1/2017,emergency,,male,,not hispanic or latino
15,3/1/2017,ambulatory,,male,,hispanic or latino
15,2/1/2017,,,female,white,hispanic or latino
15,2/1/2017,ambulatory,,female,white,hispanic or latino
15,1/1/2017,,,female,,hispanic or latino
15,11/1/2016,inpatient encounter,,,,not hispanic or latino
15,10/1/2016,emergency,,male,,not hispanic or latino
15,10/1/2016,emergency,,male,white,
15,4/1/2016,,,female,,hispanic or latino
15,3/1/2016,emergency,,male,,
15,3/1/2016,emergency,,male,,not hispanic or latino
15,3/1/2016,emergency,,male,white,
15,3/1/2016,emergency,,male,white,not hispanic or latino
15,1/1/2016,,,female,white,hispanic or latino
15,1/1/2016,ambulatory,,female,,hispanic or latino
15,11/1/2015,,,female,,hispanic or latino
15,11/1/2015,,,female,white,hispanic or latino
15,10/1/2015,,,female,,hispanic or latino
15,10/1/2015,,,female,white,hispanic or latino
15,10/1/2015,emergency,,,,not hispanic or latino
15,9/1/2015,emergency,,,white,
15,9/1/2015,emergency,,,white,not hispanic or latino
15,8/1/2015,,,female,white,hispanic or latino
15,7/1/2015,emergency,,female,,
15,6/1/2015,ambulatory,,female,white,hispanic or latino
15,5/1/2015,emergency,,male,white,
15,5/1/2015,emergency,,male,white,not hispanic or latino
15,4/1/2015,,,female,white,hispanic or latino
15,4/1/2015,emergency,,,white,not hispanic or latino
15,1/1/2015,ambulatory,,female,white,hispanic or latino
15,9/1/2014,emergency,,,,not hispanic or latino
15,9/1/2014,emergency,,,white,not hispanic or latino
15,8/1/2014,,,female,white,hispanic or latino
15,8/1/2014,ambulatory,,female,white,hispanic or latino
15,6/1/2014,,,female,white,hispanic or latino
15,6/1/2014,ambulatory,,female,white,hispanic or latino
15,5/1/2014,,,female,,hispanic or latino
15,5/1/2014,,,female,white,hispanic or latino
15,5/1/2014,ambulatory,,female,,hispanic or latino
15,5/1/2014,ambulatory,,female,white,hispanic or latino
15,4/1/2014,,,female,white,hispanic or latino
15,3/1/2014,,,male,white,hispanic or latino
15,12/1/2013,emergency,,,white,not hispanic or latino
15,11/1/2013,emergency,,,white,
15,11/1/2013,emergency,,,white,not hispanic or latino
15,10/1/2013,,,female,white,hispanic or latino
15,10/1/2013,ambulatory,,female,white,hispanic or latino
15,9/1/2013,emergency,,male,,
15,7/1/2013,,1,,,not hispanic or latino
15,5/1/2013,,,female,,hispanic or latino
15,12/1/2008,,,,,hispanic or latino
15,12/1/2008,,,,white,hispanic or latino
15,5/1/1990,emergency,,,white,
15,5/1/1990,emergency,,,white,not hispanic or latino
15,2/1/1986,ambulatory,,male,,not hispanic or latino
15,10/1/1985,ambulatory,,male,,not hispanic or latino
15,10/1/1985,ambulatory,,male,white,not hispanic or latino
15,7/1/1985,,,male,,not hispanic or latino
15,7/1/1985,,,male,white,not hispanic or latino
15,7/1/1985,ambulatory,,male,,not hispanic or latino
15,7/1/1985,ambulatory,,male,white,not hispanic or latino
15,6/1/1985,ambulatory,,male,,not hispanic or latino
15,6/1/1985,ambulatory,,male,white,not hispanic or latino
15,4/1/1985,,,female,,not hispanic or latino
15,4/1/1985,,,female,white,not hispanic or latino
15,4/1/1985,ambulatory,,female,,not hispanic or latino
15,4/1/1985,ambulatory,,female,white,not hispanic or latino
15,1/1/1985,ambulatory,,female,,
15,1/1/1985,ambulatory,,female,,not hispanic or latino
15,1/1/1985,ambulatory,,female,white,
15,1/1/1985,ambulatory,,female,white,not hispanic or latino
15,10/1/1984,,,male,white,not hispanic or latino
15,10/1/1984,,,female,,
15,10/1/1984,ambulatory,,male,,not hispanic or latino
15,9/1/1984,ambulatory,,female,white,
15,6/1/1984,,,male,,not hispanic or latino
15,1/1/1984,ambulatory,,male,white,not hispanic or latino
15,12/1/1983,,,male,white,not hispanic or latino
15,12/1/1983,,,female,,
15,12/1/1983,,,female,,not hispanic or latino
15,12/1/1983,ambulatory,,male,,not hispanic or latino
15,9/1/1979,,,female,,
15,9/1/1979,ambulatory,,female,,
15,5/1/1979,,,female,,
15,5/1/1979,,,female,,not hispanic or latino
15,5/1/1979,ambulatory,,female,,
15,5/1/1979,ambulatory,,female,,not hispanic or latino
15,7/1/1978,,,female,,not hispanic or latino
15,7/1/1978,,,female,white,not hispanic or latino
15,7/1/1978,ambulatory,,female,,not hispanic or latino
15,7/1/1978,ambulatory,,female,white,not hispanic or latino
15,6/1/1978,,,female,white,not hispanic or latino
15,6/1/1978,ambulatory,,female,white,not hispanic or latino
15,5/1/1978,,,male,,
15,5/1/1978,ambulatory,,male,,
15,7/1/1977,ambulatory,,male,white,not hispanic or latino
15,6/1/1977,,,female,,
15,6/1/1977,,,female,,not hispanic or latino
15,5/1/1977,,,female,,
15,5/1/1977,,,female,,not hispanic or latino
15,5/1/1977,ambulatory,,female,,
15,5/1/1977,ambulatory,,female,,not hispanic or latino
15,3/1/1977,ambulatory,,male,,
15,3/1/1977,ambulatory,,male,white,
15,1/1/1977,,,male,,not hispanic or latino
15,1/1/1977,,,male,white,
15,12/1/1976,,,male,white,
15,10/1/1976,ambulatory,,male,white,
15,9/1/1976,,,male,,not hispanic or latino
15,9/1/1976,ambulatory,,male,,not hispanic or latino
15,9/1/1976,ambulatory,,male,white,
15,8/1/1976,,,male,white,
15,8/1/1976,ambulatory,,male,white,
15,6/1/1976,,,male,white,not hispanic or latino
15,6/1/1976,ambulatory,,male,white,not hispanic or latino
15,5/1/1976,ambulatory,,male,,not hispanic or latino
15,5/1/1976,ambulatory,,male,white,
15,4/1/1976,,,male,,not hispanic or latino
15,4/1/1976,ambulatory,,,white,not hispanic or latino
15,12/1/1975,,,male,white,
15,12/1/1975,ambulatory,,male,white,
15,11/1/1975,,,male,,not hispanic or latino
15,11/1/1975,,,male,white,not hispanic or latino
15,11/1/1975,ambulatory,,male,,not hispanic or latino
15,11/1/1975,ambulatory,,male,white,not hispanic or latino
15,6/1/1975,,,male,,not hispanic or latino
15,6/1/1975,,,male,white,
15,4/1/1975,,,male,white,
15,4/1/1975,ambulatory,,male,white,
15,2/1/1975,,,male,white,not hispanic or latino
15,2/1/1975,ambulatory,,male,white,not hispanic or latino
15,10/1/1974,,,male,,
15,9/1/1974,,,,,not hispanic or latino
15,9/1/1974,ambulatory,,,,not hispanic or latino
15,3/1/1974,,,male,white,not hispanic or latino
15,3/1/1974,ambulatory,,male,white,
15,11/1/1973,ambulatory,,male,,not hispanic or latino
15,11/1/1973,ambulatory,,male,white,
15,10/1/1973,,,male,,
15,10/1/1973,ambulatory,,male,,
15,9/1/1973,,,,white,not hispanic or latino
15,9/1/1973,ambulatory,,,,not hispanic or latino
15,8/1/1973,ambulatory,,male,,
15,8/1/1973,ambulatory,,male,,not hispanic or latino
15,8/1/1973,ambulatory,,male,white,
15,8/1/1973,ambulatory,,male,white,not hispanic or latino
15,4/1/1973,,,male,white,
15,4/1/1973,ambulatory,,male,white,
15,2/1/1973,,,,white,not hispanic or latino
15,2/1/1973,ambulatory,,,white,not hispanic or latino
15,12/1/1972,,,female,,not hispanic or latino
15,12/1/1972,ambulatory,,female,,not hispanic or latino
15,9/1/1972,ambulatory,,,white,
15,9/1/1972,ambulatory,,,white,not hispanic or latino
15,7/1/1972,,,male,white,
15,7/1/1972,ambulatory,,male,,
15,7/1/1972,ambulatory,,male,white,
15,11/1/1971,ambulatory,,female,,
15,11/1/1971,ambulatory,,female,,not hispanic or latino
15,11/1/1971,ambulatory,,female,white,
15,11/1/1971,ambulatory,,female,white,not hispanic or latino
15,8/1/1971,,,female,white,
15,1/1/1971,,,female,,
15,1/1/1971,,,female,,not hispanic or latino
15,1/1/1971,ambulatory,,female,,
15,1/1/1971,ambulatory,,female,,not hispanic or latino
15,3/1/1970,,,male,,not hispanic or latino
15,3/1/1970,ambulatory,,male,,not hispanic or latino
15,8/1/1968,ambulatory,,female,white,
15,8/1/1968,ambulatory,,female,white,not hispanic or latino
15,11/1/1963,,,male,,
15,11/1/1963,,,male,,not hispanic or latino
15,11/1/1963,ambulatory,,male,,
15,11/1/1963,ambulatory,,male,,not hispanic or latino
15,7/1/1963,,,male,white,
15,3/1/1961,ambulatory,,female,,
15,3/1/1961,ambulatory,,female,,not hispanic or latino
15,4/1/1958,ambulatory,,,,not hispanic or latino
15,4/1/1958,ambulatory,,,white,not hispanic or latino
15,3/1/1958,ambulatory,,,,
15,3/1/1958,ambulatory,,,,not hispanic or latino
15,3/1/1958,ambulatory,,,white,
15,3/1/1958,ambulatory,,,white,not hispanic or latino
15,2/1/1958,,,male,,
15,2/1/1958,ambulatory,,male,,
15,10/1/1957,,,,,
15,10/1/1957,,,,white,
15,10/1/1957,ambulatory,,,,
15,10/1/1957,ambulatory,,,white,
15,6/1/1957,ambulatory,,,,
15,6/1/1957,ambulatory,,,,not hispanic or latino
15,6/1/1957,ambulatory,,,white,
15,6/1/1957,ambulatory,,,white,not hispanic or latino
15,2/1/1951,,,,white,not hispanic or latino
15,2/1/1951,ambulatory,,,,not hispanic or latino
15,2/1/1951,ambulatory,,,white,
15,5/1/1950,,,,,
15,5/1/1950,,,,,not hispanic or latino
15,5/1/1950,,,,white,
15,5/1/1950,,,,white,not hispanic or latino
15,7/1/1949,,,,,
15,7/1/1949,,,,white,
15,1/1/1949,ambulatory,,,,not hispanic or latino
15,1/1/1949,ambulatory,,,white,not hispanic or latino
15,1/1/1948,ambulatory,,,white,
15,1/1/1948,ambulatory,,,white,not hispanic or latino
15,1/1/1945,ambulatory,,,,
15,1/1/1945,ambulatory,,,,not hispanic or latino
15,1/1/1945,ambulatory,,,white,
15,1/1/1945,ambulatory,,,white,not hispanic or latino
15,5/1/1939,,,,,
15,5/1/1939,ambulatory,,,,
15,1/1/1937,,,,,
15,1/1/1937,,,,white,
14,,,24,male,black or african american,
14,,inpatient encounter,61,male,,
14,,inpatient encounter,61,male,,not hispanic or latino
14,,inpatient encounter,61,male,white,
14,,inpatient encounter,61,male,white,not hispanic or latino
14,,inpatient encounter,38,,,not hispanic or latino
14,,inpatient encounter,31,,,not hispanic or latino
14,,inpatient encounter,31,,white,
14,,emergency,9,male,,
14,,emergency,9,male,,not hispanic or latino
14,,emergency,9,female,,not hispanic or latino
14,,emergency,9,female,white,
14,,emergency,8,male,,not hispanic or latino
14,,emergency,8,male,white,
14,,emergency,68,male,,not hispanic or latino
14,,emergency,68,male,white,
14,,emergency,67,female,white,
14,,emergency,67,female,white,not hispanic or latino
14,,emergency,64,female,,
14,,emergency,64,female,,not hispanic or latino
14,,emergency,62,male,white,
14,,emergency,6,male,,
14,,emergency,56,female,white,
14,,emergency,56,female,white,not hispanic or latino
14,,emergency,47,female,,
14,,emergency,47,female,,not hispanic or latino
14,,emergency,3,male,,
14,,emergency,3,male,,not hispanic or latino
14,,emergency,19,female,,not hispanic or latino
14,,emergency,13,,white,
14,,emergency,12,male,,not hispanic or latino
14,,emergency,11,female,,not hispanic or latino
14,,emergency,1,male,white,not hispanic or latino
14,,emergency,0,,white,
14,,ambulatory,27,male,black or african american,not hispanic or latino
14,,ambulatory,26,male,black or african american,not hispanic or latino
14,3/1/2023,,,female,white,hispanic or latino
14,3/1/2023,emergency,,male,,not hispanic or latino
14,3/1/2023,emergency,,male,white,
14,1/1/2023,,,male,black or african american,
14,1/1/2023,,,male,black or african american,not hispanic or latino
14,1/1/2023,,,female,white,hispanic or latino
14,1/1/2023,ambulatory,,male,black or african american,
14,1/1/2023,ambulatory,,male,black or african american,not hispanic or latino
14,1/1/2023,ambulatory,,female,,hispanic or latino
14,12/1/2022,ambulatory,,female,white,hispanic or latino
14,7/1/2022,ambulatory,,,,hispanic or latino
14,6/1/2022,emergency,,,white,
14,6/1/2022,emergency,,,white,not hispanic or latino
14,5/1/2022,ambulatory,,,white,hispanic or latino
14,3/1/2022,ambulatory,,,black or african american,
14,1/1/2022,,,,black or african american,
14,1/1/2022,,,,black or african american,not hispanic or latino
14,1/1/2022,ambulatory,,,black or african american,
14,1/1/2022,ambulatory,,,black or african american,not hispanic or latino
14,1/1/2022,ambulatory,,female,,hispanic or latino
14,1/1/2022,ambulatory,,female,white,hispanic or latino
14,11/1/2021,ambulatory,,female,white,hispanic or latino
14,8/1/2021,emergency,,,,
14,5/1/2021,,18,,white,
14,5/1/2021,,18,,white,not hispanic or latino
14,5/1/2021,ambulatory,18,,white,
14,5/1/2021,ambulatory,18,,white,not hispanic or latino
14,4/1/2021,,,male,black or african american,
14,4/1/2021,,57,,,
14,4/1/2021,,57,,,not hispanic or latino
14,4/1/2021,,25,,,
14,4/1/2021,,25,,,not hispanic or latino
14,4/1/2021,,25,,white,
14,4/1/2021,,25,,white,not hispanic or latino
14,4/1/2021,ambulatory,,male,black or african american,
14,4/1/2021,ambulatory,57,,,
14,4/1/2021,ambulatory,57,,,not hispanic or latino
14,2/1/2021,,,male,black or african american,
14,2/1/2021,ambulatory,,male,black or african american,
14,12/1/2020,,,,black or african american,not hispanic or latino
14,12/1/2020,ambulatory,,,black or african american,
14,10/1/2020,ambulatory,,male,black or african american,
14,9/1/2020,emergency,,female,,
14,8/1/2020,emergency,,,,
14,8/1/2020,emergency,,,,not hispanic or latino
14,8/1/2020,emergency,,,white,
14,8/1/2020,emergency,,,white,not hispanic or latino
14,7/1/2020,,,male,black or african american,
14,7/1/2020,,,male,black or african american,not hispanic or latino
14,6/1/2020,,,,black or african american,not hispanic or latino
14,4/1/2020,emergency,,male,,
14,2/1/2020,,,,black or african american,not hispanic or latino
14,2/1/2020,ambulatory,,,black or african american,not hispanic or latino
14,1/1/2020,emergency,,,,not hispanic or latino
14,11/1/2019,,,,black or african american,not hispanic or latino
14,11/1/2019,emergency,,male,,
14,11/1/2019,ambulatory,,,black or african american,
14,10/1/2019,emergency,,,,not hispanic or latino
14,10/1/2019,emergency,,,white,
14,9/1/2019,,,,black or african american,
14,9/1/2019,,,,black or african american,not hispanic or latino
14,9/1/2019,ambulatory,,female,,hispanic or latino
14,9/1/2019,ambulatory,,female,white,hispanic or latino
14,6/1/2019,emergency,,,,not hispanic or latino
14,6/1/2019,ambulatory,,female,,hispanic or latino
14,6/1/2019,ambulatory,,female,white,hispanic or latino
14,5/1/2019,inpatient encounter,,,,
14,5/1/2019,inpatient encounter,,,,not hispanic or latino
14,5/1/2019,inpatient encounter,,,white,
14,5/1/2019,inpatient encounter,,,white,not hispanic or latino
14,3/1/2019,,,female,,hispanic or latino
14,3/1/2019,,,female,white,hispanic or latino
14,3/1/2019,emergency,,female,,not hispanic or latino
14,3/1/2019,emergency,,female,white,
14,1/1/2019,,,,black or african american,
14,12/1/2018,,,,black or african american,
14,12/1/2018,,,,black or african american,not hispanic or latino
14,10/1/2018,inpatient encounter,,,,
14,9/1/2018,,,female,white,hispanic or latino
14,9/1/2018,ambulatory,,female,white,hispanic or latino
14,7/1/2018,emergency,,,,
14,7/1/2018,emergency,,,,not hispanic or latino
14,7/1/2018,emergency,,,white,
14,7/1/2018,emergency,,,white,not hispanic or latino
14,5/1/2018,emergency,,male,,
14,5/1/2018,emergency,,male,,not hispanic or latino
14,4/1/2018,,,female,,hispanic or latino
14,3/1/2018,emergency,,male,,
14,3/1/2018,emergency,,female,,
14,3/1/2018,ambulatory,,female,,hispanic or latino
14,3/1/2018,ambulatory,,female,white,hispanic or latino
14,2/1/2018,,,female,white,hispanic or latino
14,2/1/2018,ambulatory,,female,,hispanic or latino
14,1/1/2018,emergency,,,white,
14,1/1/2018,emergency,,,white,not hispanic or latino
14,8/1/2017,emergency,,male,white,not hispanic or latino
14,4/1/2017,ambulatory,,female,,hispanic or latino
14,3/1/2017,inpatient encounter,,,,not hispanic or latino
14,1/1/2017,,,female,white,hispanic or latino
14,10/1/2016,,,female,,hispanic or latino
14,10/1/2016,,,female,white,hispanic or latino
14,9/1/2016,emergency,,,,
14,7/1/2016,,,female,,hispanic or latino
14,7/1/2016,ambulatory,,female,,hispanic or latino
14,5/1/2016,,,female,,hispanic or latino
14,5/1/2016,,,female,white,hispanic or latino
14,4/1/2016,,,female,white,hispanic or latino
14,4/1/2016,inpatient encounter,,,,
14,4/1/2016,inpatient encounter,,,,not hispanic or latino
14,4/1/2016,emergency,,female,,
14,4/1/2016,ambulatory,,female,,hispanic or latino
14,11/1/2015,ambulatory,,female,,hispanic or latino
14,11/1/2015,ambulatory,,female,white,hispanic or latino
14,10/1/2015,emergency,,,white,
14,8/1/2015,emergency,,,,
14,8/1/2015,ambulatory,,female,white,hispanic or latino
14,7/1/2015,emergency,,female,,not hispanic or latino
14,7/1/2015,emergency,,female,white,
14,6/1/2015,emergency,,male,,
14,6/1/2015,emergency,,male,,not hispanic or latino
14,2/1/2015,ambulatory,,female,,hispanic or latino
14,8/1/2014,inpatient encounter,,,,
14,4/1/2014,emergency,,female,,not hispanic or latino
14,4/1/2014,emergency,,female,white,not hispanic or latino
14,2/1/2014,,1,,,
14,2/1/2014,,1,,white,
14,1/1/2014,,,male,,hispanic or latino
14,1/1/2014,,,male,white,hispanic or latino
14,12/1/2013,,0,,,
14,12/1/2013,,0,,white,
14,12/1/2013,ambulatory,0,,,
14,12/1/2013,ambulatory,0,,white,
14,8/1/2013,emergency,,male,white,not hispanic or latino
14,8/1/2013,ambulatory,,female,,hispanic or latino
14,7/1/2013,,1,,white,
